Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Web address
OŠ „Milutin Boji?“,Elementary,Potkozarje bb,RS,,Potkozarje,44.915633,17.067602,38751395365,,
OŠ „Petar Ko?i?“,Elementary,Kola bb,RS,,Kola,44.695929,17.084168,38751,,
OŠ „Milan Raki?“,Elementary,Karanovac bb,RS,,Karanovac,44.698965,17.19477,38751,,
OŠ „Vojislav Ili?“,Elementary,Krupa na Vrbasu bb,RS,,Krupa na Vrbasu,44.617864,17.146216,38751,,
OŠ „?irilo i Metodije“,Elementary,Piskavica bb,RS,,Piskavica,44.867106,16.976512,38751,,
OŠ „?ura Jakši?“,Elementary,Suboti?ka 28,RS,,Srpski Milanovac,44.817663,17.197993,38751380980,os024@skolers.org,http://osdjurajaksicbl.org/
OŠ „Stanko Rakita“,Elementary,Jove G. Popovi?a 9,RS,,Vrbanja,44.759722,17.250562,38751424085,,
OŠ „Jovan Du?i?“,Elementary,Nenada Kosti?a 7,RS,,Zalužani,44.835576,17.217334,38751389381,,http://www.osjovanduciczaluzani.edu.ba
OŠ „Miloš Crnjanski“,Elementary,Zore Kova?evi? bb,RS,,Banja Luka,44.788165,17.18992,38751358121,,
Muzi?ka škola “Vlado Miloševi?“,Elementary,Jovana Du?i?a 23,RS,,Banja Luka,44.773929,17.186444,38751214739,,http://muzicka-skola.org/
"Centar za obrazovanje, vaspitanje i rehabilitaciju sluha i govora",Elementary,Jovana Raškovi?a 28a,RS,,Banja Luka,44.775048,17.179728,38751214491,,http://www.centar-ovrsg.com
Dje?iji dom “Rada Vranješevi?“,Elementary,Filipa Macure 25,RS,,Banja Luka,44.762148,17.176423,38751461932,,http://www.djecijidom.com/
Centar „Zaštiti me”,Elementary,Poljokanov park bb,RS,,Banja Luka,44.757097,17.174464,38751201708,,
OŠ „Danilo Borkovi?“,Elementary,Milana Tepi?a 19,RS,,Gradiška,45.1499,17.259792,38751,,
OŠ „Vasa ?ubrilovi?“,Elementary,Mihajla Pupina 10,RS,,Gradiška,45.145362,17.253029,38751813313,,
OŠ „Kozarska djeca“,Elementary,Kralja Dragutina 17,RS,,Gradiška,45.131799,17.233257,38751,,
OŠ „Mladen Stojanovi?“,Elementary,Gornji Podgradci bb,RS,,G.Podgradci,44.91308,17.305339,38751,,
OŠ „Petar Ko?i?“,Elementary,Nova Topola bb,RS,,Nova Topola,45.056533,17.306877,38751891010,,http://www.nova-topola.rs.ba
OŠ „Vuk S. Karadži?“,Elementary,Turjak bb,RS,,Turjak,45.007895,17.148624,38751,,
OŠ „Sveti Sava“,Elementary,Dubrave bb,RS,,Dubrave,45.096843,17.291473,38751860410,,
Osnovna muzi?ka škola „B. Smiljani?”,Elementary,Mladena Stojanovi?a bb,RS,,Gradiška,45.147364,17.250064,38751,,http://oms-brankosmiljanic.com/
OŠ „Miloš Duji?“,Elementary,Kralja Petra I Kara?or?evi?a,RS,,?elinac,44.727284,17.319974,38751551009,,
OŠ „Novak Pivaševi?“,Elementary,Stara Dubrava bb,RS,,Stara Dubrava,44.746847,17.568072,38751561255,,
OŠ „Mladen Stojanovi?“,Elementary,Jošavka bb,RS,,Jošavka,44.747547,17.418117,38751,,
OŠ „Sveti Sava“,Elementary,Svetosavska 2,RS,,Kotor Varoš,44.61869,17.371712,38751927220,,http://svetisava-kotorvaros.org/
OŠ „Petar Petrovi? Njegoš”,Elementary,Maslovare bb,RS,,Maslovare,44.563572,17.53503,38751,,
OŠ „Petar Ko?i?“,Elementary,Šiprage bb,RS,,Šiprage,44.466544,17.565291,38751,,
OŠ „Mladen Stojanovi?“,Elementary,Kara?or?eva bb,RS,,Laktaši,44.913038,17.305317,38751,,
OŠ „Georgios A. Papandreu“,Elementary,Aleksandrovac bb,RS,,Aleksandrovac,44.964634,17.316396,38751,,
OŠ „Holandija“,Elementary,Slatina bb,RS,,Slatina,44.829015,17.307982,38751,,
OŠ „Desanka Maksimovi?“,Elementary,Dositejeva 34,RS,,Trn,44.852278,17.239765,38751584487,,http://www.osdesankam-trn.org/
OŠ „Branko ?opi?“,Elementary,Rade Vranješevi? 1,RS,,Prnjavor,44.866569,17.670133,38751,,
OŠ „Nikola Tesla“,Elementary,Cara Lazara 26,RS,,Prnjavor,44.872527,17.660425,38751,,
OŠ „Vuk Karadži?“,Elementary,Donji Vija?ani bb,RS,,Donji Vija?ani,44.808824,17.604387,38751,,
OŠ „Sveti Sava“,Elementary,Gornji Smrti?i bb,RS,,Gornji Smrti?i,,,38751,,
OŠ „Ivo Andri?“,Elementary,Kulaši bb,RS,,Kulaši,44.768875,17.7414,38751,,
OŠ „Meša Selimovi?“,Elementary,Naseobina Lišnja 36,RS,,Naseobina Lišnja,44.886,17.560411,38751,,
OŠ „Miloš Crnjanski“,Elementary,Poto?ani bb,RS,,Poto?ani,44.872265,17.492096,38751,,
OŠ „Petar Ko?i?“,Elementary,Šibovska bb,RS,,Šibovska,44.960418,17.651117,38751,,
OŠ „Osnovna muzi?ka škola“,Elementary,Laze Lazarevi?a 4,RS,,Prnjavor,44.869806,17.665899,38751,,
OŠ „Dositej Obradovi?“,Elementary,Dujka Komjenovi? bb,RS,,Kneževo,44.489217,17.378132,38751,,
OŠ „Petar Ko?i?“,Elementary,Imnjani bb,RS,,Imnjani,44.608015,16.988989,38751,,
OŠ „Vuk Karadži?“,Elementary,Živinice bb,RS,,Živinice,44.529298,17.344752,38751,,
OŠ „Jovan Jovanovi? Zmaj“,Elementary,Mome Vidovi?a 14,RS,,Srbac,45.095787,17.51832,38751,,
OŠ „Vuk Karadži?“,Elementary,Sitneši bb,RS,,Sitneši,45.041663,17.566678,38751,,
OŠ „Dositej Obradovi?“,Elementary,Razboj Lijev?e bb,RS,,Razboj Lijev?e,45.061166,17.449926,38751,,
OŠ „Petar Ko?i?“,Elementary,Sime Šolaje 89,RS,,Mrkonji?-Grad,44.41245,17.085999,38751,,
OŠ „Ivan Goran Kova?i?“,Elementary,Njegoševa bb,RS,,Mrkonji?-Grad,44.41955,17.084986,38751,,
OŠ „Vuk Karadži?“,Elementary,Bara?i bb,RS,,Bara?i,44.320141,16.936731,38751,,
OŠ „Branko ?opi?“,Elementary,Bjelajce bb,RS,,Bjelajce,44.436262,17.150386,38751,,
OŠ „Nemanja Vlatkovi?“,Elementary,Omladinska 1,RS,,Šipovo,44.286235,17.087,38751,,
OŠ „Rade Marijanac“,Elementary,Strojice bb,RS,,Strojice,44.178659,17.161712,38751,,
OŠ „Drini?“,Elementary,Centar bb,RS,,Drini?,44.50695,16.467187,38751,,
OŠ „Vuk Karadži?“,Elementary,Vuka Karadži?a bb,RS,,Jezero,44.346951,17.165736,38751,,
OŠ „Nikola Ma?ki?“,Elementary,Donja Previja bb,RS,,Donja Previja,44.475486,16.820113,38751,,
OŠ „Desanka Maksimovi?“,Elementary,Ribnik bb,RS,,Ribnik,44.41673,16.816804,38751,,
OŠ „Petar Ko?i?“,Elementary,Sitnica bb,RS,,Sitnica,44.519639,16.933105,38751,,
OŠ „Branko ?opi?“,Elementary,Rudni?ka 13,RS,,Prijedor,44.976349,16.715734,38751,,
OŠ „Petar Ko?i?“,Elementary,Petog korpusa bb,RS,,Prijedor,44.979337,16.723473,38751,,
Specijalna škola “?. Natoševi?“,Elementary,Kralja Aleksandra 6,RS,,Prijedor,44.974592,16.7107,38751,,
OŠ „Dositej Obradovi?“,Elementary,Pe?ani bb,RS,,Prijedor,44.983709,16.704646,38751,,
OŠ „Desanka Maksimovi?“,Elementary,Branislava Nuši?a 7,RS,,Prijedor,44.980782,16.709544,38751,,
Muzi?ka škola,Elementary,Branislava Nuši?a 9,RS,,Prijedor,44.980495,16.710088,38751,,
OŠ „Jovan Cviji?“,Elementary,Brezi?ani bb,RS,,Brezi?ani,45.013506,16.65576,38751,,
OŠ „Petar Petrovi? Njegoš”,Elementary,Busnovi bb,RS,,Busnovi,44.855774,16.809317,38751,,
OŠ „Branko Radi?evi?“,Elementary,Petrovo bb,RS,,Petrovo,44.932862,16.73943,38751,,
OŠ „Jovan Du?i?“,Elementary,Lamovita 28,RS,,Lamovita,44.944852,16.927911,38751,,
OŠ „Mladen Stojanovi?“,Elementary,Drage Luki?a bb,RS,,Ljubija,44.918271,16.607222,38751,,
OŠ „Vuk Karadži?“,Elementary,Vuka Karadži?a bb,RS,,Omarska,44.890629,16.897794,38751,,
OŠ „?irilo i Metodije“,Elementary,Trnopolje bb,RS,,Trnopolje,44.934465,16.804293,38751,,
Dom za djecu i oml. ometenu u razvoju“,Elementary,Milana Vrhovca 117,RS,,?irkin Polje,44.980097,16.733373,38751,,
OŠ „Kozarac“,Elementary,Maršala Tita bb,RS,,Kozarac,44.974886,16.839998,38751,,
OŠ „Vuk Karadži?“,Elementary,Ive Andri?a bb,RS,,Novi Grad,45.047579,16.383436,38751,,
OŠ „Sveti Sava“,Elementary,Nikole Paši?a 13,RS,,Novi Grad,45.050096,16.375142,38751,,
OŠ „Branko ?opi?“,Elementary,Donji Agi?i bb,RS,,Donji Agi?i,44.952871,16.465068,38751,,
OŠ „Dragan Vujanovi?“,Elementary,Svodna bb,RS,,Svodna,45.037727,16.5375,38751,,
OŠ „Petar Me?ava“,Elementary,Vase Pelagi?a bb,RS,,Kostajnica,45.220048,16.541791,38751,,
OŠ „Sveti Sava“,Elementary,Dositejeva bb,RS,,Kozarska Dubica,45.180437,16.805912,38751,,
OŠ „Vuk Stefanovi? Karadži?“,Elementary,?akona Avakuma 15,RS,,Kozarska Dubica,45.179857,16.815049,38751,,
OŠ „Majka Knežopoljka“,Elementary,Knežica bb,RS,,Knežica,45.105507,16.677021,38751,,
OŠ „Petar Škundri?“,Elementary,Budimli? Japra bb,RS,,Budimli? Japra,44.88446,16.429031,38751,,
OŠ „Josif Pan?i?“,Elementary,Kozica bb,RS,,Kozica,44.69169,16.823555,38751,,
OŠ „Desanka Maksimovi?“,Elementary,Oštra Luka bb,RS,,Oštra Luka,44.859626,16.689663,38751,,
OŠ „Branko ?opi?“,Elementary,Donji Dubovik bb,RS,,Donji Dubovik,44.891317,16.322869,38751,,
OŠ „Vuk Stefanovi? Karadži?“,Elementary,Srpskih sokolova 2,RS,,Doboj,44.734953,18.089204,38751,,
OŠ „Dositej Obradovi?“,Elementary,Hilandarska 2,RS,,Doboj,44.73186,18.081878,38751,,
OŠ „Sveti Sava“,Elementary,Stevana Sin?eli?a 10,RS,,Doboj,44.728675,18.085413,38751,,
OŠ „Petar Petrovi? Njegoš”,Elementary,Br?ani bb,RS,,Boljani?,44.688314,18.220653,38751,,
OŠ „Radoje Domanovi?“,Elementary,Osje?ani bb,RS,,Osje?ani,44.833879,18.113899,38751,,
OŠ „?ura Jakši?“,Elementary,Podnovlje bb,RS,,Podnovlje,44.934487,18.112642,38751,,
OŠ „Milan Raki?“,Elementary,Rudanka bb,RS,,Rudanka,44.759377,18.035264,38751,,
OŠ „Petar Ko?i?“,Elementary,Sjenina Rijeka bb,RS,,Sjenina Rijeka,44.783653,18.161028,38751,,
OŠ „Desanka Maksimovi?“,Elementary,Rudarsko naselje,RS,,Stanari,44.751998,17.839979,38751,,
OŠ „Ozren“,Elementary,Paklenica Donja bb,RS,,Paklenica Donja,44.615685,18.104694,38751,,
Muzi?ka škola,Elementary,Vidovdanska bb,RS,,Doboj,44.7326,18.081893,38751,,
OŠ „Vuk Karadži?“,Elementary,Svetog Save bb,RS,,Tesli?,44.607803,17.846122,38751,,
OŠ „Petar Petrovi? Njegoš”,Elementary,Kara?or?eva 19,RS,,Tesli?,44.600993,17.862629,38751,,
OŠ „Dositej Obradovi?“,Elementary,Blatnica bb,RS,,Blatnica,44.485499,17.822533,38751,,
OŠ „Petar Ko?i?“,Elementary,Ugodnovi? bb,RS,,Ugodnovi?,44.489965,17.742127,38751,,
OŠ „Stevan Dušani?“,Elementary,Pribini? bb,RS,,Pribini?,44.611207,17.690615,38751,,
OŠ „Ivo Andri?“,Elementary,?uli?i bb,RS,,?uli?i,44.59677,17.817143,38751,,
OŠ „Jevrem Stankovi?“,Elementary,?e?ava bb,RS,,?e?ava,44.685599,17.770382,38751,,
OŠ „Vuk Karadži?“,Elementary,Vitkovci bb,RS,,Vitkovci,44.69106,17.881023,38751,,
OŠ „Sveti Sava“,Elementary,Vuka Karadži?a bb,RS,,Brod,45.140276,18.013301,38751,,
OŠ „Liješ?a“,Elementary,,RS,,Liješ?a,43.993341,19.555574,38751,,
OŠ „19. april“,Elementary,Svetog Save 4,RS,,Derventa,44.985329,17.903835,38751,,
OŠ „Nikola Tesla“,Elementary,Trg oslobo?enja 10,RS,,Derventa,44.976375,17.907378,38751,,
OŠ „Todor Doki?“,Elementary,Kalenderovci bb,RS,,Kalenderovci,44.936472,17.813782,38751,,
OŠ „?or?e Panzalovi?“,Elementary,Osinja 55,RS,,Osinja,44.854444,17.864992,38751,,
Zavod za slijepe i slabov. “Budu?nost“,Elementary,Stevana Nemanje 12,RS,,Derventa,44.974505,17.907817,38751,,
OŠ „Sveti Sava“,Elementary,Cara Lazara 7,RS,,Modri?a,44.956508,18.297335,38751,,
OŠ „Sutjeska“,Elementary,Maksima Gorkog 2,RS,,Modri?a,44.951223,18.305403,38751,,
OŠ „Vuk Karadži?“,Elementary,Petrovo bb,RS,,Petrovo,44.626061,18.360147,38751,,
OŠ „Sveti Sava“,Elementary,Bare bb,RS,,Kakmuž,44.648126,18.330843,38751,,
OŠ „Aleksa Šanti?“,Elementary,Branka Radi?evi?a 3,RS,,Vukosavlje,45.008732,18.268517,38751,,
OŠ „Šamac“,Elementary,Dositeja Obradovi?a 4,RS,,Šamac,45.057925,18.472245,38751,,
OŠ „Crkvina“,Elementary,Gornja Crkvina 1,RS,,Gornja Crkvina,45.031679,18.436827,38751,,
OŠ „Gornja Slatina“,Elementary,Gornja Slatina,RS,,Gornja Slatina,44.96508,18.471398,38751,,
OŠ „Obudovac“,Elementary,Obudovac bb,RS,,Obudovac,44.967439,18.597475,38751,,
OŠ „Donji Žabar“,Elementary,Donji Žabar bb,RS,,Donji Žabar,44.945468,18.642793,38751,,
OŠ „Vasa Pelagi?“,Elementary,Pelagi?evo bb,RS,,Pelagi?evo,44.905647,18.605764,38751,,
OŠ „Jovan Du?i?“,Elementary,Srpske vojske 104,RS,,Bijeljina,44.747236,19.221334,38751,,
OŠ „Vuk Karadži?“,Elementary,Vojvode Stepe 4,RS,,Bijeljina,44.742387,19.274067,38751,,
OŠ „Knez Ivo od Semberije“,Elementary,Neznanog junaka 46,RS,,Bijeljina,44.768007,19.195006,38751,,
OŠ „Sveti Sava“,Elementary,Svetog Save 26,RS,,Bijeljina,44.757883,19.213059,38751,,
OŠ „Petar Ko?i?“,Elementary,Brodac bb,RS,,Brodac,44.825172,19.304747,38751,,
OŠ „?irilo i Metodije“,Elementary,Glavi?ice bb,RS,,Glavi?ice,44.596829,19.174485,38751,,
OŠ „Stevan Nemanja“,Elementary,Gornji Dragaljevac bb,RS,,G. Dragaljevac,44.764626,19.03376,38751,,
OŠ „Meša Selimovi?“,Elementary,Kara?or?eva 250,RS,,Janja,44.662587,19.248933,38751,,
OŠ „Sveti Sava“,Elementary,Crnjelovo bb,RS,,Crnjelevo,44.841677,19.125423,38751,,
OŠ „Dositej Obradovi?“,Elementary,Suvo Polje bb,RS,,Suho Polje,44.691811,19.097331,38751,,
OŠ „Petar Petrovi? Njegoš”,Elementary,Velika Obarska bb,RS,,Velika Obarska,44.801057,19.170314,38751,,
Muzi?ka škola“S. S. Mokranjac“,Elementary,Kara?or?eva 5,RS,,Bijeljina,44.757442,19.218942,38751,,
OŠ „Dvorovi“,Elementary,Kara?or?eva bb,RS,,Dvorovi,44.805272,19.25863,38751,,
OŠ „Sveti Sava“,Elementary,Školska 3,RS,,Lopare,44.631904,18.845144,38751,,
OŠ „Veljko ?ubrilovi?“,Elementary,Priboj bb,RS,,Priboj,44.600484,18.928793,38751,,
OŠ „Dositej Obradovi?“,Elementary,Koraj bb,RS,,Koraj,44.704463,18.880596,38751,,
OŠ „Aleksa Šanti?“,Elementary,?irila i Metodija bb,RS,,Ugljevik,44.692045,18.997751,38751,,
OŠ „Filip Višnji?“,Elementary,Donja Trnova bb,RS,,Donja Trnova,44.652511,19.093309,38751,,
OŠ „Vuk Karadži?“,Elementary,Zabr?e bb,RS,,Zabr?e,44.706962,18.989023,38751,,
OŠ „Sveti Sava“,Elementary,Svetog Save 71a,RS,,Zvornik,44.382449,19.103217,38751,,
OŠ „Petar Ko?i?“,Elementary,Podrinjska bb,RS,,Kozluk,44.498383,19.112296,38751,,
OŠ „Nikola Tesla“,Elementary,Pilica bb,RS,,Pilica,44.581683,19.142051,38751,,
OŠ „Vuk Karadži?“,Elementary,Ro?evi? bb,RS,,Ro?evi?,44.53593,19.143928,38751,,
Muzi?ka škola,Elementary,Svetog Save 71a,RS,,Zvornik,44.382147,19.102864,38751,,
OŠ „Desanka Maksimovi?“,Elementary,?elopek bb,RS,,?elopek,44.432072,19.130726,38751,,
Dom za djecu i omladinu “Kiseljak“,Elementary,Zvornik bb,RS,,Zvornik,44.533574,19.052457,38751,,
OŠ „Aleksa Šanti?“,Elementary,Centar bb,RS,,Osmaci,44.391496,18.89967,38751,,
OŠ „Jovan Cviji?“,Elementary,,RS,,Drinja?a,44.288512,19.148077,38751,,
OŠ „Vuk Karadži?“,Elementary,Petra Ko?i?a bb,RS,,Bratunac,44.181996,19.335016,38751,,
OŠ „Branko Radi?evi?“,Elementary,Dositeja Obradovi?a bb,RS,,Bratunac,44.185507,19.330424,38751,,
OŠ „Petar Ko?i?“,Elementary,Kravica bb,RS,,Kravica,44.212625,19.198727,38751,,
OŠ „Vuk Karadži?“,Elementary,Svetosavska 30,RS,,Vlasenica,44.183968,18.937078,38751,,
OŠ „Bra?a Jakši?“,Elementary,J.J.Zmaja br. 3,RS,,Mili?i,44.168047,19.078298,38751,,
OŠ „Jovan Du?i?“,Elementary,Matije Nenadovi?a 5,RS,,Šekovi?i,44.298178,18.853599,38751,,
OŠ „Petar Petrovi? Njegoš”,Elementary,Milivoja Mi?i?a bb,RS,,Srebrenica,44.110056,19.294901,38751,,
OŠ „Kosta Todorovi?”,Elementary,Skelani bb,RS,,Skelani,43.971844,19.5334,38751,,
OŠ „Aleksa Šanti?“,Elementary,Druge sarajevske brigade 108,RS,,Vojkovi?i,43.793614,18.353521,38751,,
OŠ „Jovan Du?i?“,Elementary,Mladi?ka 3,RS,,Kasindo,43.801414,18.381488,38751,,
OŠ „Petar Petrovi? Njegoš”,Elementary,Draže Mihajlovi?a 38,RS,,Isto?no Sarajevo,43.821398,18.355068,38751,,
OŠ „Sveti Sava“,Elementary,Kara?or?eva 1,RS,,Lukavica,43.825284,18.364969,38751,,
Muzi?ka škola,Elementary,Draže Mihajlovi?a 40,RS,,Lukavica,43.830617,18.367309,38751,,
OŠ „Sokolac“,Elementary,Omladinska 2,RS,,Sokolac,43.932028,18.79419,38751,,
OŠ „Milan Ili? ?i?a Šumadijski“,Elementary,Aleksandra Kara?or?evi?a 10,RS,,Han Pijesak,44.304255,20.568816,38751,,
OŠ „Mokro“,Elementary,Mokro bb,RS,,Mokro,43.881727,18.609808,38751,,
OŠ „Pale“,Elementary,Milana Simovi?a 26,RS,,Pale,43.812912,18.569799,38751,,
OŠ „Srbija“,Elementary,Dobrovoljnih davalaca krvi bb,RS,,Pale,43.807573,18.576943,38751,,
OŠ „Trnovo“,Elementary,Trnovskog bataljona 33,RS,,Trnovo,43.666511,18.44756,38751,,
OŠ „Sveti Sava“,Elementary,Nemanjina bb,RS,,Fo?a,43.509806,18.775954,38751,,
OŠ „Veselin Masleša“,Elementary,Kara?or?eva 68A,RS,,Fo?a,43.504813,18.772346,38751,,
Muzi?ka škola,Elementary,Nemanjina bb,RS,,Fo?a,,,38751,,
OŠ „Rudo“,Elementary,Cara Dušana 36,RS,,Rudo,43.617914,19.369296,38751,,
OŠ „Boško Buha“,Elementary,Štrpci bb,RS,,Štrpci,43.637804,19.485556,38751,,
OŠ „Vuk Karadži?“,Elementary,Vojvode Putnika 16,RS,,Višegrad,43.785289,19.299654,38751,,
OŠ „Sveti Sava“,Elementary,Preobraženjska bb,RS,,Rogatica,43.79876,19.005488,38751,,
OŠ „Jovan Du?i?“,Elementary,Igumana Vasilija bb,RS,,?ajni?e,43.558611,19.070771,38751,,
OŠ „Ljutica Bogdan“,Elementary,Srpskih dobrovoljaca bb,RS,,Kalinovik,43.504676,18.443613,38751,,
OŠ „Jovan Jovanovi? Zmaj“,Elementary,Oktobarska 1,RS,,Trebinje,42.707755,18.344377,38751,,
OŠ „Sveti Vasilije Ostroški“,Elementary,Gori?ka 19,RS,,Trebinje,42.719505,18.357767,38751,,
OŠ „Vuk Karadži?“,Elementary,Miloša Crnjanskog 4,RS,,Trebinje,42.711335,18.35346,38751,,
Muzi?ka škola,Elementary,Miloša Obili?a 21,RS,,Trebinje,,,38751,,
OŠ „Sveti Sava“,Elementary,Svetosavska 23,RS,,Ljubinje,42.949003,18.090608,38751,,
OŠ „Sveti Sava“,Elementary,Hercegova?kih ustanaka bb,RS,,Bile?a,42.871939,18.427857,38751,,
Prva osnovna škola Br?ko,Elementary,Josipa Juraja Štrosmajera 1,Br?ko Distrikt,,Br?ko,44.873397,18.813739,38749215260,,
Druga osnovna škola Br?ko,Elementary,Vase Pelagi?a 6,Br?ko Distrikt,,Br?ko,44.86812,18.8088,38749212509,,
Tre?a osnovna škola Br?ko,Elementary,Reisa Džemaludina ?auševi?a bb,Br?ko Distrikt,,Br?ko,44.878036,18.799369,38749211101,,
?etvrta osnovna škola Br?ko,Elementary,Bulevar mira 4,Br?ko Distrikt,,Br?ko,44.876202,18.81128,38749216165,,http://www.ivosnovna.com/
Peta osnovna škola Br?ko,Elementary,Muderisa Ibrahimbegovi?a 75,Br?ko Distrikt,,Br?ko,44.87362,18.790843,38749213312,,
Šesta osnovna škola Brezovo Polje,Elementary,?aršija bb,Br?ko Distrikt,,,44.84459,18.955316,38749382001,,
Sedma osnovna škola Gornji Rahi?,Elementary,,Br?ko Distrikt,,,44.786506,18.697263,38749512222,,
Osma osnovna škola Brka,Elementary,,Br?ko Distrikt,,,44.831063,18.720401,38749500259,,
Deveta osnovna škola Mao?a,Elementary,,Br?ko Distrikt,,,44.773828,18.658605,38749520222,,
Deseta osnovna škola Bijela,Elementary,,Br?ko Distrikt,,,44.788598,18.561438,38749750342,,
Jedanaesta osnovna škola Zovik,Elementary,,Br?ko Distrikt,,,44.757738,18.711891,38749749143,,
Dvanaesta osnovna škola Ulice,Elementary,,Br?ko Distrikt,,,44.884385,18.687891,38749,,
Trinaesta osnovna škola Bukvik,Elementary,,Br?ko Distrikt,,,44.820914,18.655547,38749,,
?etrnaesta osnovna škola Krepši?,Elementary,,Br?ko Distrikt,,,,,38749,,
Osnovna muzi?ka škola Br?ko,Elementary,,Br?ko Distrikt,,Br?ko,44.872052,18.81122,38749212436,,
Gimnazija „Vaso Pelagi?“ Br?ko,High School,Trg pravde 3,Br?ko Distrikt,,Br?ko,44.872118,18.813117,38749211941,,
Ekonomska škola Br?ko,High School,Studentska 9,Br?ko Distrikt,,Br?ko,44.872134,18.813127,38749217812,,
Tehni?ka škola Br?ko,High School,Musala 44,Br?ko Distrikt,,Br?ko,44.879827,18.800648,38749217052,,
Poljoprivredna i medicinska škola Br?ko,High School,Vase Pelagi?a 2,Br?ko Distrikt,,Br?ko,44.868839,18.808589,38749214803,,
Centar za slijepu i slabovidnu djecu i omladinu,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.84100412,18.33680391,38733473019,,www.czsd.edu.ba
Centar za slušnu i govornu rehabilitaciju,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.87256815,18.41510296,38733440969,,www.cersig.edu.ba
?etvrta gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.82951159,18.30687046,38733636704,,www.cetvrta-gimnazija.edu.ba
Druga gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86223432,18.41288209,38733667438,,www.2gimnazija.edu.ba
Elektrotehni?ka škola za energetiku,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85404178,18.39340925,38733235014,,www.etssa.edu.ba
Gazi Husrev-Begova Medresa,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85954614,18.4294045,38733534888,,www.medresasa.edu.ba
Gimnazija Dobrinja,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.83164774,18.34347725,38733464948,,www.gdobrinja.edu.ba
Gimnazija Obala,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.8568269,18.41592908,38733214960,,www.obala.edu.ba
Gimnazija „Richmond Park College“ Sarajevo,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.81870582,18.31064701,38733944115,,www.sarajevocollege.ba
Katoli?ki školski centar - srednja medicinska škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.8580879,18.41897607,38733218295,,www.ksc-sarajevo.edu.ba
Katoli?ki školski centar – Op?a realna gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86111265,18.42236638,38733653506,,www.ksc-sarajevo.edu.ba
Me?unarodna gimnazija 'Richmond Park International Secondary School',High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.81925544,18.31048608,38733944130,,www.internationalschool.ba
Perzijsko-Bosanski koledž sa internatom,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.99093113,18.23361397,38733402204,,www.pbk.edu.ba
Peta gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.83137299,18.34331632,38733235521,,www.peta-gimnazija.edu.ba
Prva bošnja?ka gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86039322,18.4230423,38733461780,,www.bosnjackagim.edu.ba
Prva gimnazija,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85715956,18.42365384,38733203567,,www.prva-gimnazija.edu.ba
Škola za srednje stru?no obrazovanje i radno osposobljavanje,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.84876516,18.37733746,38733655950,,www.strucnoobraz.edu.ba
Srednja ekonomska škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85372844,18.3922559,38733250041,,www.ses.edu.ba
Srednja elektrotehni?ka škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85377873,18.36215615,38733650989,,www.ets-sa.edu.ba
Srednja gra?evinsko geodetska škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85729495,18.402282,38733214543,,www.ggs.edu.ba
Srednja mašinska tehni?ka škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.85643235,18.40244293,38733275620,,www.smts.edu.ba
Srednja medicinska škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86322446,18.41907263,38733666185,,www.sms.edu.ba
Srednja medicinska škola - Jezero,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.87623407,18.40884805,38733443987,,www.ssmstsa.edu.ba
Srednja muzi?ka škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86049379,18.42493057,38733441958,,www.muzickasa.edu.ba
Srednja poslovno-komercijalna i trgova?ka škola,High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.86320512,18.41981292,38733205942,,www.sts.edu.ba
Srednja škola - Gimnazija 'Maarif',High School,,Federation Of Bosnia and Herzegovina,Canton Sarajevo,,43.83728576,18.34951218,38762271004,,www.maarifschools.edu.ba
